id,title,album,artist_name,genre,year,length,bitrate,lyrics,album_id,artist_id
14342,Come Go With Me,"NV, Fast (Gt)",Norman Brown,Smooth Jazz,2000,246847,48000,,1082,617
14343,Shaker Song,"NV, Fast (Sx)",Spyro Gyra,Smooth Jazz,2000,285257,96009,,1084,633
14344,Someone To Love,"NV, Slow (Sx)",Kirk Whalum,Smooth Jazz,2000,316071,48000,,1088,647
14345,Feels So Good,"NV, Soul (Sx)",Chuck Mangione,Smooth Jazz,2000,231392,96011,,1091,325
14346,No Limit,O.N.I.F.C.,Wiz Khalifa,Hip-Hop,2012,567510,320000,,366,149
14347,Vanilla Twilight,Ocean Eyes,Owl City,Pop,2009,256548,192000,,566,446
14348,Compton (feat. Stat Quo),OKE (Deluxe Edition),The Game,Hip-Hop,2013,212721,320000,,349,275
14349,Wa Mbengue,Oliver N'goma   Mixed (90's),Oliver N'goma,Rhumba,2001,317201,128000,,1232,2682
14350,For You (ft 2 Face),Omo Baba Olowo The Genesis,Davido,Naija,2014,219881,128000,,434,394
14351,Absolutely Fab (Speech),"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,27454,320000,,625,458
14352,If I Wasn't In America (Speech),"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,44669,320000,,625,458
14353,Toyfriend [Ft. Wynter Gordon],One Love (Special Edition),David Guetta,Dance,2009,196911,320000,,120,54
14354,Now Or Never,One-X,Three Day's Grace,Rock,2006,183461,96000,,1068,612
14355,Walk. . . A Poem for My Fans,Open Invitation,Tyrese,R&B,2011,294452,212277,,925,564
14356,"Read All About It, Pt. III",Our Version of Events (Special Edition),Emeli Sandé,Pop,2012,283768,320000,,497,421
14357,Grooveline Pt. 2 (Feat. Suga F),Oxymoron (Deluxe Edition),Schoolboy Q,Hip-Hop,2014,258403,243137,,1209,2645
14358,Light Em Up  (Ft. Pharrell & WatchTheDuck),Paperwork The Motion Picture (Deluxe Version),T.I.,Hip-Hop,2014,220988,256000,,345,216
14359,(One of Those) Crazy Girls,Paramore,Paramore,Alternative Rock,2013,214489,320000,,49,21
14360,(One of Those) Crazy Girls,Paramore Self-Titled (Deluxe),Paramore,Rock,2014,212662,320000,,1036,21
14361,I Feel Fine,"Past Masters, Vol. 1",The Beatles,Pop,1988,139911,192000,,626,458
14362,Let It Be,"Past Masters, Vol. 2",The Beatles,Pop,1988,231026,192000,,627,458
14363,Where Are Ü Now,Pentatonix,Pentatonix,A Cappella,2015,171311,320000,,6,3
14364,All Things Made New,"Piano, Sing To Jah",Watch Tower,Instrumentals,2009,231525,192000,,411,378
14365,Bad Reputation,Piece By Piece (Deluxe Version),Kelly Clarkson,R&B,2015,199849,192000,,796,437
14366,Super Bass,Pink Friday,Nicki Minaj,Hip-Hop,2010,222740,48000,,318,239
14367,Super Bass [Bonus Track],Pink Friday,Nicki Minaj,Hip-Hop,2010,200045,271086,,318,239
14368,Beautiful Sinner,Pink Friday Roman Reloaded,Nicki Minaj,Hip-Hop,2012,227369,246866,,319,239
14369,Lucky Ones,Pioneer (Deluxe),The Band Perry,Country,2013,286563,320000,,103,46
14370,Twist and Shout,Please Please Me,The Beatles,Pop,1963,154261,320000,,628,458
14371,Turn On The Lights,Pluto,Future,Hip-Hop,2012,249286,242951,,240,221
14372,You,Private Room,Avant,R&B,2003,212902,320000,,666,473
14373,Hio Ndio Swagga (ft Andrew Wanjohi),Pulpit Kwa Street,Juliani,Swahili,2011,219245,128000,,1191,2520
14374,Been You,Purpose (Deluxe),Justin Bieber,Pop,2015,199053,320000,,512,435
14375,"My Audemars (feat. Meek Mill, Birdman & Gucci Mane)",Quality Street Music,DJ Drama,Hip-Hop,2012,287555,320000,,203,182
14376,Should Be You [Bonus Track],R. E. D.,Ne-Yo,R&B,2012,256026,216773,,858,543
14377,Welcome To Dirt,Rango (2011)   Soundtrack,Hans Zimmer,Soundtrack,2011,58644,192000,,1110,719
14378,The Feelin',Rawwest Nigga Alive,Tyga,Hip-Hop,2016,219742,320000,,356,279
14379,Making Love (Into The Night),Raymond Vs Raymond,Usher,R&B,2009,216319,320000,,927,571
14380,Making Love (Into The Night),Raymond Vs Raymond,Usher,R&B,2009,216319,320000,,927,571
14381,Runaway ft Backyard Bangers & Phoenix Orion,Reanimation,Linkin Park,Rock,2002,193588,96000,,1018,156
14382,I'm So Over You,Rebirth,Lil Wayne,Hip-Hop,2010,178416,320000,,291,238
14383,Almost Famous,Recovery,Eminem,Hip-Hop,2010,292597,128000,,219,185
14384,All About Tonight,Reloaded: 20 #1 Hits,Blake Shelton,Country,2015,205662,255975,,1200,2577
14385,Ping Pong [Hardwell Remix] (ft Armin van Buuren),"Revealed, Vol. 5",Hardwell,Electronic,2014,308506,320000,,139,113
14386,Perfect,Revival (Deluxe),Selena Gomez,Pop,2015,242755,128000,,601,62
14387,Tomorrow Never Knows,Revolver,The Beatles,Pop,1966,180243,192000,,629,458
14388, Loyenge,Rhumba Loaded (1900's),Tabu Ley,Rhumba,1970,458743,128000,,1235,2684
14389,"Good Day (feat. Tyga, Meek Mill & Lil Wayne)",Rise of an Empire,Young Money,Hip-Hop,2014,224052,320000,,372,285
14390,Than you look at me,Rnb 1999-2007,Celine Dion,R&B,2000,249615,128000,,1176,490
14391,All cried out,Rnbb 1985-2010,Allure,R&B,2000,280126,128000,,1177,2337
14392,Lonely No More,Rob Thomas Mixed,Rob Thomas,Rock,2007,229447,128000,,1184,602
14393,Little More (Royalty),Royalty,Chris Brown,Pop,2015,262729,320000,,488,53
14394,Run for Your Life,Rubber Soul,The Beatles,Pop,1965,150857,110523,,630,458
14395,Rabiosa (feat. Pitbull),Sale el Sol,Shakira,Pop,2010,173844,320000,,606,454
14396,Aqui Na Mas,SALSA 2014,El Pequeno De La Salsa,Salsa,2014,195265,320000,,1186,2459
14397,All The Pretty Face (Bonus Track),Sam's Town,The Killers,Rock,2006,286014,265608,,1063,286
14398,I Can Help,Save the Last Dance for Me,The Drifters,Country,1995,167407,128000,,107,47
14399,Daddy's Eyes,Sawdust,The Killers,Rock,2007,255085,233541,,1064,286
14400,Un-Break My Heart (Classic Radio Mix),Secrets,Toni Braxton,R&B,1996,269468,320000,,910,561
14401,Blow My High (Members Only),Section.80,Kendrick Lamar,Hip-Hop,2011,215066,320000,,273,236
14402,Poor Decisions (feat. Rick Ross & Lupe Fiasco),"Self Made, Vol. 3",Wale,Hip-Hop,2013,297456,320000,,313,252
14403,I Like How It Feels (ft. Pitbull & The WAV.s),Sex And Love (Deluxe Edition),Enrique Iglesias,R&B,2014,223360,320000,,762,495
14404,Bring Them To Light (exclusive live),Shadowmaker,Apocalyptica,Symphonic Rock,2015,334502,192000,,1118,775
14405,Fight Music,Shady XV,D12,Hip-Hop,2014,261328,320000,,221,188
14406,Chasing Shadows [Bonus Track],Shakira,Shakira,Pop,2014,211461,320000,,607,454
14407,Show Me Love (Extended Mix),Show Me Love,Robin S,Soul,1993,467382,161768,,1107,709
14408,Holding Out For A Hero [],Shrek 2 [Original Soundtrack],Jennifer Saunders,Soundtrack,2004,236599,256000,,1112,745
14409,Hello,Shrek Forever After,Lionel Richie,Soundtrack,2010,254644,320000,,1114,504
14410,Charming's Plan,Shrek The Third,Harry Greggson Williams,Soundtrack,2007,169952,175132,,1113,757
14411,You've Really Got a Hold on Me,"Smokey Robinson, The Greatest Hits",The Miracles,Soul,1992,179591,140680,,1188,2509
14412,Please Forgive Me,So Far So Good,Bryan Adams,R&B,1993,358039,320000,,718,489
14413,I Want You (Orchestral Version),Something To Remember,Madonna,Pop,1994,364100,320000,,537,441
14414,Anytime Baby,"Soul Mixed, 1980's",Pay Shange,Soul,1985,335063,128000,,1189,2514
14415,Lesson 14,Spanish 01,Pimsleur,Speech,2002,1762407,32000,,1222,2679
14416,Soon as I Get Home,Special Occasion,Bobby V,R&B,2007,328228,187355,,692,483
14417,Take My Drunk Ass Home (Demo),Spring Break...Here to Party,Luke Bryan,Country,2013,202684,320000,,101,44
14418,Nothing to Something (Prod by Streetrunner  Sarom) ,Starvation,Ace Hood,Hip-Hop,2012,238365,320000,,186,170
14419,Don't You Worry Child (Featuring John Martin),State Of Trance,Swedish House Mafia,Trance,2013,376537,128000,,1120,779
14420,Drop the World,Step Brothers,Royce da 5'9 & Eminem,Hip-Hop,2011,208936,320000,,222,191
14421,U Can Be Touched,Still I Rise,2Pac,Hip-Hop,1999,263474,320000,,174,166
14422,Gonna Love Ya,Stories,Avicii,House,2015,215902,320000,,376,83
14423,I Get Around,Strictly 4 My Niggaz,2Pac,Hip-Hop,1993,259085,320000,,175,166
14424,Don t You Wanna Stay,Stronger [Deluxe Edition],Kelly Clarkson,Pop,2011,260022,250043,,515,437
14425,I Started a Joke (feat. Becky Hanson),Suicide Squad: The Album,ConfidentialMX,Soundtrack,2016,190615,320000,,1221,2678
14426,Summer Dreams (See the Light Mix),Sunset Chillout Jazz Lounge Cafe,Jazz L'amour,Smooth Jazz,2013,323474,128000,,1092,697
14427,For You,Superhero,Brian McKnight,R&B,2001,119693,192000,,714,487
14428,Kabwela (ft Rich Mavoko),"Swahili, Exclusive",Staminah,Swahili,2013,243581,128000,,1194,2554
14429,Strip,Sweet Talker (Deluxe Version),Jessie J,Pop,2014,216287,320000,,509,434
14430,HYFR (Hell Ya Fuckin' Right) (ft Lil Wayne),Take Care,Drake,Hip-Hop,2011,207757,192000,,207,184
14431,Fool In Love,Talk That Talk (Deluxe),Rihanna,R&B,2011,255921,320000,,889,452
14432,Two Worlds (Finale),Tarzan [1999] [Original Motion Picture Soundtrack],Phil CollinsMark Mancina,R&B,1999,76225,256000,,874,547
14433,Twerk It,Taylor Empire,Wiz Khalifa,Hip-Hop,2015,229309,256000,,368,149
14434,Adoration of the Magi (feat. Crystal Torres),Tetsuo & Youth,Lupe Fiasco,Hip-Hop,2015,327740,320000,,302,243
14435,Not Like Me (Feat. Big Tymers),Tha Block Is Hot,Lil Wayne,Hip-Hop,1999,243069,320000,,294,238
14436,On The Block #2 (Skit),Tha Carter,Lil Wayne,Hip-Hop,2004,23976,319552,,295,238
14437,Hustler Musik,Tha Carter II,Lil Wayne,Hip-Hop,2005,302616,319850,,296,238
14438,Its Good (Feat. Jadakiss And Drake),Tha Carter IV,Lil Wayne,Hip-Hop,2011,241502,243483,,298,238
14439,Breathe,Tha Carter IV Push Back,Lil Wayne,Hip-Hop,2011,195970,320000,,299,238
14440,Thank Me Now,Thank Me Later,Drake,Hip-Hop,2010,328656,320000,,208,184
14441,When I'm Flowin,The 18th Letter,Rakim,Hip-Hop,1997,305904,160000,,336,269
14442,Satellite,The Adventures Of Bobby Ray,B.o.B.,Hip-Hop,2010,242580,192000,,189,173
14443,Satellite,The Adventures Of Bobby Ray,B.o.B.,Hip-Hop,2010,242580,192000,,189,173
14444,So Amazing,The Amazing Collection,Luther Vandross,R&B,2010,218279,174281,,815,534
14445,No Man's Land,The Avalanche Outtakes and Extras from the Illinois Album,Sufjan Stevens,Folk Rock,2006,324368,192000,,405,294
14446,Milk And Toast And Honey,The Ballad Hits,Roxette,Pop,2002,244882,320000,,595,453
14447,Don't Pass Me By,The Beatles [White Album],The Beatles,Pop,1968,225567,114810,,633,458
14448,My Bonnie (German Intro) (Mono) (ft Tony Sheridan),The Beatles with Tony Sheridan First Recordings,The Beatles,Pop,2011,165982,151468,,632,458
14449,My Bonnie [Medley Version] (Stereo) (ft Tony Sheridan),The Beatles with Tony Sheridan First Recordings,The Beatles,Pop,2011,151797,247878,,632,458
14450,Talk About Our Love (ft Kanye West),The Best of Brandy,Brandy,R&B,2005,215039,320000,,702,486
14451,Everytime We Say Goodbye,The Best Of Jazz Vol. 1,Sonny Rollins,Jazz,1993,195830,128000,,1166,2206
14452,Please Send Me Someone to Love,The Best of Sade,Sade,R&B,1994,221542,320000,,892,551
14453,Please Send Me Someone to Love,The Best of Sade,Sade,R&B,1994,221542,320000,,892,551
14454,I Got You Babe,"The Best of UB40, Vols. 1 & 2",UB40,Reggaeton,2005,190171,320000,,958,576
14455,Until My Dying Day,"The Best of UB40, Vols. 1 & 2",UB40,Reggaeton,2005,234866,320000,,958,576
14456,Gone To The Moon,The Black Bar Mitzvah,Rick Ross,Hip-Hop,2012,130485,192000,,342,253
14457,A Gift and A Curse,The Black Gangster,Jay-Z,Hip-Hop,2015,252290,214531,,261,232
14458,Hidden Track,The Black Parade,My Chemical Romance,Rock,2006,173583,166112,,1023,20
14459,So Ambitious (Feat. Pharrell),The Blueprint 3,Jay-Z,Hip-Hop,2009,252055,320000,,262,232
14460,Just Walk Away!!s,The Colour Of My Love,Celine Dion,R&B,1993,298292,128000,,741,490
14461,Carolina On My Mind,The Come Up,J. Cole,Hip-Hop,2009,222330,320000,,255,231
14462,After the Dance,The Complete Collection,Marvin Gaye,Soul,2011,282411,128000,,1103,675
14463,I Want You,The Complete Collection,Marvin Gaye,Soul,2011,237219,128000,,1103,675
14464,The African Way (feat. Mwafrika),The Dusty Foot Philosopher,K'Naan,Hip-Hop,2005,260806,144420,,266,234
14465,Fly Like a Bird,The Emancipation of Mimi,Mariah Carey,R&B,2005,234072,320000,,831,535
14466,Hailie's Song,The Eminem Show,Eminem,Hip-Hop,2002,322686,160000,,224,185
14467,Talkin' Hawkin',The Endless River (Deluxe),Pink Floyd,Rock,2014,209528,320000,,1039,600
14468,I Gave It Up (When I Fell In Love) (Marcus Miller Mix),The Essential Luther Vandross CD1,Luther Vandross,R&B,2003,379088,320000,,817,534
14469,Against All Odds (Take a Look at Me Now) (ft Westlife),The Essential Mariah Carey,Mariah Carey,R&B,2011,203213,320000,,832,535
14470,Fantasy,The Essential Mariah Carey,Mariah Carey,R&B,2011,244956,320000,,832,535
14471,C'est la Vie,The Fathers of Reggae,UB40,Reggaeton,2002,271882,320000,,959,576
14472,Hallelujah,The Final Riot!,Paramore,Rock,2008,297195,206932,,1038,21
14473,You Found Me (Acoustic Version),The Fray (Deluxe Edition),The Fray,Rock,2009,247614,227547,,1057,609
14474,88,The Gifted,Wale,Hip-Hop,2013,282122,320000,,361,252
14475,Goodbye,"The Green Lectures, Volume 1",Professor Green,Hip-Hop,2006,22005,192000,,328,261
14476,Starting Over (feat. Ben Bridwell),The Heist (Deluxe Edition),Macklemore & Ryan Lewis,Hip-Hop,2012,251297,320000,,304,245
14477,More Than That,The Hits Chapter One,Backstreet Boys,R&B,2001,223895,203644,,684,478
14478,Cherish,The Immaculate Collection,Madonna,Pop,1996,232704,320000,,538,441
14479,My spanish heart,The Jazz Ultim,Chick Corea,Jazz,1970,98633,128000,,1167,2202
14480,Time Or Money (ft Big Meech),The Koncrete Mixtape,Akon,R&B,2012,285227,160000,,658,469
14481,City Don't Sleep (ft Paul Rivers Bailey),The Language Of My World,Macklemore & Ryan Lewis,Hip-Hop,2005,210867,320000,,305,245
14482,Crazy Old Soldier,The Legend,Johnny Cash,Country,2005,214543,194284,,89,39
14483,Rosanna's Going Wild,The Legend,Johnny Cash,Country,2005,119353,196382,,89,39
14484,Sweet Betsy from Pike,The Legend,Johnny Cash,Country,2005,198138,185918,,89,39
14485,Troublesome Waters,The Legend,Johnny Cash,Country,2005,231549,191937,,89,39
14486,Silver Surfer Intermission,The Life of Pablo,Kanye West,Hip-Hop,2016,56424,320000,,268,235
14487,Love Game (ft Kendrik Lamar),The Marshall Mathers LP 2,Eminem,Hip-Hop,2013,297064,320000,,225,185
14488,Miseducation Of Lauryn Hill,The Miseducation Of Lauryn Hill,Lauryn Hill,R&B,1998,258660,320000,,799,237
14489,That Nigga,The Movement,Inspectah Deck,Hip-Hop,2003,231000,192000,,247,230
14490,Rolex,The New Classic (Deluxe Version),Iggy Azalea,Hip-Hop,2014,207388,320000,,245,219
14491,Nas Bleed,The Notorious B.I.G. Greatest Hits,The Notorious B.I.G.,Hip-Hop,2007,291056,320000,,350,277
14492,You Can Call Me Al,The Paul Simon Collection,Paul Simon,Pop,2002,280659,320000,,1172,448
14493,Pills N Potions,The Pinkprint (Deluxe),Nicki Minaj,Hip-Hop,2014,268068,320000,,322,239
14494,Cries in Vain,The Poison,Bullet for My Valentine,Metal,2006,237008,229638,,431,391
14495,Real Sugar,The Pop Hits,Roxette,Pop,2003,197042,320000,,596,453
14496,Home Makers,The Runaway Jazz,Colin Willsher,Jazz,2015,60499,320000,,1168,2271
14497,Rock Bottom,The Slim Shady LP,Eminem,Hip-Hop,1999,214151,320000,,227,185
14498,2.0 Boys (ft Yelawolf & Slaugherhouse),The Story of Marshall Mathers,Eminem,Hip-Hop,2012,326818,128000,,228,185
14499,My Signature Move,The Truth About Love (Deluxe Version),Pink,Pop,2012,227241,320000,,579,450
14500,If I Told You That (Duet With George Michael),The Ultimate Collection,Whitney Houston,R&B,2007,246517,320000,,941,573
14501,Longneck Bottle (ft Steve Wariner),The Ultimate Hits,Garth Brooks,Country,2007,139284,263899,,76,34
14502,The Change,The Ultimate Hits,Garth Brooks,Country,2007,247013,253352,,76,34
14503,Wait for Love,The Ultimate Luther Vandross,Luther Vandross,R&B,2006,255884,320000,,818,534
14504,I D Like To Be,The Unforgattable,Jim Reeves,Country,1976,121025,192000,,83,37
14505,Landslide,The Very Best Of Fleetwood Mac,Fleetwood Mac,Rock,1980,197997,128000,,1183,590
14506,Sisters Of The Moon (Single Version),The Very Best Of Fleetwood Mac,Fleetwood Mac,Rock,1980,281172,128000,,1183,590
14507,Take These Chains from My Heart,The Very Best of Hank Williams,Hank Williams,Country,2013,158850,320000,,77,35
14508,Georgia on My Mind,The Very Best of Michael Bolton,Michael Bolton,R&B,2005,300460,320000,,839,538
14509,Thriller,The Very Best Of Michael Jackson,Michael Jackson,Pop,2009,314592,320000,,556,443
14510,Master Blaster (Jammin),The Very Best Of Stevie Wonder,Stevie Wonder,R&B,2002,289407,192000,,899,555
14511,We Can Work It Out,The Very Best Of Stevie Wonder,Stevie Wonder,R&B,2002,195131,192000,,899,555
14512,Until My Dying Day,The Very Best of UB40,UB40,Reggaeton,2000,235128,320000,,961,576
14513,Heartache,The Warm Up,J. Cole,Hip-Hop,2011,182863,320000,,256,231
14514,The Way It Used To Be,The Way It Used To Be,Kenny Rogers,Country,2001,212401,192000,,95,40
14515,I'm Your Angel,These Are Specials Times,Celine Dion,R&B,1999,327409,160000,,742,490
14516,Summer Rain,This Is Acting (Deluxe),Sia,Pop,2016,214282,320000,,613,74
14517,I Do Now,This Is Country Music,Brad Paisley,Country,2011,241528,320000,,64,30
14518,Quincy Jones Interview #3,Thriller,Michael Jackson,Pop,1982,190589,196420,,557,443
14519,"Do you know, what it means to miss New Orleans",Tiger Rag,Louis Armstrong,Jazz,1960,181625,160000,,426,383
14520,Change Of Heart,Time After Time (The Best Of Cindy Lauper),Cyndi Lauper,Pop,1986,264534,320000,,489,418
14521,You Ain't Gotta Lie (Momma Said),To Pimp a Butterfly,Kendrick Lamar,Hip-Hop,2015,241737,320000,,274,236
14522,Aerials,Toxicity,System of a Down,Rock,2001,371083,128000,,1054,2714
14523,Kant B Me,Trap Kombat 2 The Barter Vs The Carter,Young Thug,Hip-Hop,2015,121584,320000,,300,242
14524,Chapter 14,Trapped in the Closet,R. Kelly,R&B,2007,385332,133458,,880,549
14525,What's Best for You,Trigga (Deluxe Version),Trey Songz,R&B,2014,214002,192000,,921,563
14526,Fall,Tron Legacy (Original Motion Picture Soundtrack),Daft Punk,Soundtrack,2010,82651,214819,,1217,2353
14527,People Like Me,Troubadour,K'Naan,Hip-Hop,2009,376737,167871,,267,234
14528,Belly Dancer (Bananza) [Deluxe Edition Bonus Track] (ft Kardinal Offishall),Trouble,Akon,R&B,2004,207908,192000,,659,469
14529,Silhouettes,True,Avicii,House,2013,420101,320000,,377,83
14530,The Realist Killaz Feat. 50 Cent,Tupac Resurrection,2Pac,Hip-Hop,2003,178998,320000,,178,166
14531,I'll Be There,Twentyfourseven,UB40,Reggaeton,2008,239568,320000,,962,576
14532,Can You Hear Me Now [Deluxe Edition Track],Two Eleven,Brandy,R&B,2012,301952,320000,,703,486
14533,Final Goodbye,U,Usher,R&B,1994,300024,192000,,928,571
14534,Final Goodbye,U,Usher,R&B,1994,300024,192000,,928,571
14535,Old Flames (Can't Hold a Candle to You),Ultimate Dolly Parton,Dolly Parton,Country,2003,208572,128000,,1201,31
14536,Welcome to the South (Pimp C),Ultimate Victory,Chamillionaire,Hip-Hop,2007,252473,207009,,194,177
14537,Florida Kilos,Ultraviolence,Lana Del Rey,Alternative Rock,2014,263438,320000,,44,17
14538,Guns And Roses,Ultraviolence,Lana Del Rey,Alternative Rock,2014,268382,256000,,44,17
14539,Lost In Paradise,Unapologetic [Deluxe Explicit Version],Rihanna,Pop,2012,220793,320000,,585,452
14540,Lost In Paradise,Unapologetic [Deluxe Explicit Version],Rihanna,Pop,2012,220793,320000,,585,452
14541,Lessons Learned,Unbreakable,Janet Jackson,R&B,2015,268981,320000,,769,522
14542,Lessons Learned,Unbreakable,Janet Jackson,R&B,2015,268981,320000,,769,522
14543,Dear No One (Bonus Track),Unbreakable Smile,Tori Kelly,Pop,2015,250618,128000,,642,463
14544,Friction (Ft Masta Killa),Uncontrolled Substance,Inspectah Deck,Hip-Hop,1999,214230,192000,,248,230
14545,Pray [Deluxe Edition Bonus Track],Under the Mistletoe,Justin Bieber,R&B,2011,212349,235615,,792,435
14546,Forever,Underground Luxury,B.o.B,Hip-Hop,2013,216780,256000,,190,172
14547,Forever,Underground Luxury,B.o.B,Hip-Hop,2013,216780,256000,,190,172
14548,Birds Fly (ft Mr. Probz),United We Are,Hardwell,Electronic,2015,207908,320000,,140,113
14549,Stolen Moments,Unplugged,Alicia Keys,R&B,2005,314697,257312,,662,470
14550,Off That (Feat. Jay-Z),Unreleased,Drake,Hip-Hop,2014,219709,192000,,209,184
